frame,time,handle_visible,visibility,visible_side,occlusion_reason,handle_shape_visible,handle_body_relation,hand_contact_visible,hand_contact_part,handle_contact,body_contact,rim_contact,hand_occludes_handle,body_self_occludes_handle,yaw_anchor_quality,recommended_visibility_constraint,confidence,short_reason
155,6.416667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, making handle contact and visibility certain."
156,6.458333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
157,6.500000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making it fully visible and unoccluded."
158,6.541667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making it fully visible and unoccluded."
159,6.583333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
160,6.625000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, making handle contact and visibility certain."
161,6.666667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, making handle contact and visibility certain."
162,6.708333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, making it fully visible and unoccluded."
163,6.750000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
164,6.791667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
165,6.833333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
166,6.875000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making it fully visible and unoccluded."
167,6.916667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making it fully visible and unoccluded."
168,6.958333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, handle is fully visible and not occluded."
169,7.000000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making it fully visible and unoccluded."
170,7.041667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, handle is fully visible and not occluded."
171,7.083333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making handle contact and visibility certain."
172,7.125000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, handle is fully visible and not occluded."
173,7.166667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, making handle contact and visibility certain."
174,7.208333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making handle contact and visibility certain."
175,7.250000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left handle loop, making it fully visible and unoccluded."
176,7.291667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
177,7.333333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
178,7.375000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasping the left-side handle of the mug, handle is fully visible and not occluded."
179,7.416667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
180,7.458333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
181,7.500000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
182,7.541667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
183,7.583333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
184,7.625000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
185,7.666667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasping the left-side handle of the mug, handle is fully visible and not occluded."
186,7.708333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
187,7.750000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
188,7.791667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
189,7.833333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
190,7.875000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
191,7.916667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Handle is clearly visible on left side, hand is gripping the handle loop."
192,7.958333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
193,8.000000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
194,8.041667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
195,8.083333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
196,8.125000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
197,8.166667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
198,8.208333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
199,8.250000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
200,8.291667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
201,8.333333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
202,8.375000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
203,8.416667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, with no occlusion of the handle by hand or mug body."
204,8.458333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, with no occlusion or self-shadowing."
205,8.500000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
206,8.541667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
207,8.583333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
208,8.625000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
209,8.666667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
210,8.708333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
211,8.750000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
212,8.791667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle loop, fully visible and not occluded."
213,8.833333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
214,8.875000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
215,8.916667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
216,8.958333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
217,9.000000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
218,9.041667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
219,9.083333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
220,9.125000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
221,9.166667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
222,9.208333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
223,9.250000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
224,9.291667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
225,9.333333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
226,9.375000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
227,9.416667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
228,9.458333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
229,9.500000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle of the mug, with the handle fully visible and not occluded."
230,9.541667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
231,9.583333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
232,9.625000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
233,9.666667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
234,9.708333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
235,9.750000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand is clearly gripping the left-side handle loop, making handle contact and visibility certain."
236,9.791667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
237,9.833333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
238,9.875000,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
239,9.916667,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle, fully visible and not occluded."
240,9.958333,True,visible,left,none,clear_c_loop,attached_and_consistent,True,handle,True,False,False,False,False,high,force_visible,0.95,"Hand clearly grasps the left-side handle of the mug, which is fully visible and not occluded."
